timestamp,u10m,v10m,lat,lon
2024-04-01 00:00:00,-1.3837497234344482,-1.4237117767333984,52.5,13.5
2024-04-01 06:00:00,-4.101520538330078,-0.40293949842453003,52.5,13.5
2024-04-01 12:00:00,-3.0738441944122314,2.2800068855285645,52.5,13.5
2024-04-01 18:00:00,5.741886138916016,2.89909291267395,52.5,13.5
2024-04-02 00:00:00,5.217903137207031,1.938265323638916,52.5,13.5
2024-04-02 06:00:00,5.250692367553711,2.3137083053588867,52.5,13.5
2024-04-02 12:00:00,7.812949180603027,0.6534000635147095,52.5,13.5
2024-04-02 18:00:00,5.56687593460083,1.1556721925735474,52.5,13.5
2024-04-03 00:00:00,5.287293434143066,1.9089548587799072,52.5,13.5
2024-04-03 06:00:00,4.577613353729248,-1.519784927368164,52.5,13.5
2024-04-03 12:00:00,2.0210022926330566,0.03244657814502716,52.5,13.5
2024-04-03 18:00:00,-1.650085210800171,2.0492734909057617,52.5,13.5
2024-04-04 00:00:00,1.0275330543518066,3.180176019668579,52.5,13.5
2024-04-04 06:00:00,2.816535472869873,2.478040933609009,52.5,13.5
2024-04-04 12:00:00,0.2919110059738159,5.298652648925781,52.5,13.5
2024-04-04 18:00:00,4.252135753631592,2.381472110748291,52.5,13.5
2024-04-05 00:00:00,3.935086488723755,2.416282892227173,52.5,13.5
2024-04-05 06:00:00,2.8927161693573,3.0756263732910156,52.5,13.5
2024-04-05 12:00:00,1.6910637617111206,4.918084144592285,52.5,13.5
2024-04-05 18:00:00,4.141782760620117,4.738801956176758,52.5,13.5
2024-04-06 00:00:00,2.1351895332336426,0.971699595451355,52.5,13.5
2024-04-06 06:00:00,2.0622544288635254,2.1609766483306885,52.5,13.5
2024-04-06 12:00:00,2.8792715072631836,2.3130757808685303,52.5,13.5
2024-04-06 18:00:00,-1.7193033695220947,2.2297651767730713,52.5,13.5
2024-04-07 00:00:00,0.18450802564620972,3.0681850910186768,52.5,13.5
2024-04-07 06:00:00,0.6139028072357178,4.2984700202941895,52.5,13.5
2024-04-07 12:00:00,2.668457269668579,-0.19848233461380005,52.5,13.5
2024-04-07 18:00:00,-0.11905419826507568,1.819579839706421,52.5,13.5
2024-04-08 00:00:00,-1.8471870422363281,2.2672157287597656,52.5,13.5
2024-04-08 06:00:00,-1.7466585636138916,0.1160893440246582,52.5,13.5
2024-04-08 12:00:00,0.5206543803215027,2.7688651084899902,52.5,13.5
2024-04-08 18:00:00,-1.3018746376037598,1.7334489822387695,52.5,13.5
2024-04-09 00:00:00,0.7080605626106262,2.2369072437286377,52.5,13.5
2024-04-09 06:00:00,-2.0443618297576904,1.9974684715270996,52.5,13.5
2024-04-09 12:00:00,2.0426366329193115,3.0712246894836426,52.5,13.5
2024-04-09 18:00:00,6.668266296386719,-2.1220672130584717,52.5,13.5
2024-04-10 00:00:00,2.7529077529907227,2.6923749446868896,52.5,13.5
2024-04-10 06:00:00,4.062833786010742,1.1461493968963623,52.5,13.5
2024-04-10 12:00:00,5.285894870758057,-1.2152632474899292,52.5,13.5
2024-04-10 18:00:00,1.8625402450561523,-0.08076333999633789,52.5,13.5
2024-04-11 00:00:00,1.2541241645812988,1.7816405296325684,52.5,13.5
2024-04-11 06:00:00,1.5300216674804688,3.559628486633301,52.5,13.5
2024-04-11 12:00:00,3.121540069580078,2.667518138885498,52.5,13.5
2024-04-11 18:00:00,1.8220980167388916,1.1380741596221924,52.5,13.5
2024-04-12 00:00:00,1.4703104496002197,0.5588741898536682,52.5,13.5
2024-04-12 06:00:00,1.698974370956421,1.5865271091461182,52.5,13.5
2024-04-12 12:00:00,3.1347544193267822,1.496673583984375,52.5,13.5
2024-04-12 18:00:00,3.4372503757476807,0.12395268678665161,52.5,13.5
2024-04-13 00:00:00,3.9602010250091553,1.398794412612915,52.5,13.5
2024-04-13 06:00:00,3.2752907276153564,1.96636962890625,52.5,13.5
2024-04-13 12:00:00,5.114741325378418,1.6719841957092285,52.5,13.5
2024-04-13 18:00:00,2.047968626022339,2.0731329917907715,52.5,13.5
2024-04-14 00:00:00,3.7657504081726074,3.5963516235351562,52.5,13.5
2024-04-14 06:00:00,5.3182783126831055,-1.5429881811141968,52.5,13.5
2024-04-14 12:00:00,6.404831886291504,-1.2438609600067139,52.5,13.5
2024-04-14 18:00:00,2.679196834564209,-0.5700619220733643,52.5,13.5
2024-04-15 00:00:00,1.5703446865081787,-0.4848324656486511,52.5,13.5
2024-04-15 06:00:00,1.353490948677063,1.3785319328308105,52.5,13.5
2024-04-15 12:00:00,0.9134055972099304,3.4426512718200684,52.5,13.5
2024-04-15 18:00:00,-0.372125506401062,2.2132861614227295,52.5,13.5
2024-04-16 00:00:00,6.190539360046387,2.0525460243225098,52.5,13.5
2024-04-16 06:00:00,4.631481170654297,2.4992706775665283,52.5,13.5
2024-04-16 12:00:00,5.21416711807251,1.3100636005401611,52.5,13.5
2024-04-16 18:00:00,0.4324079751968384,-2.678891897201538,52.5,13.5
2024-04-17 00:00:00,1.7188340425491333,-2.5613179206848145,52.5,13.5
2024-04-17 06:00:00,0.27011317014694214,-1.4958751201629639,52.5,13.5
2024-04-17 12:00:00,2.0765140056610107,-1.599316120147705,52.5,13.5
2024-04-17 18:00:00,-0.8819760084152222,-3.0433530807495117,52.5,13.5
2024-04-18 00:00:00,-0.6286383867263794,-2.122835874557495,52.5,13.5
2024-04-18 06:00:00,0.39025557041168213,-2.087225914001465,52.5,13.5
2024-04-18 12:00:00,2.509937286376953,-1.7587428092956543,52.5,13.5
2024-04-18 18:00:00,2.808849334716797,0.15038388967514038,52.5,13.5
2024-04-19 00:00:00,3.271022319793701,1.1943964958190918,52.5,13.5
2024-04-19 06:00:00,2.306966543197632,2.7551560401916504,52.5,13.5
2024-04-19 12:00:00,3.808464527130127,3.639845848083496,52.5,13.5
2024-04-19 18:00:00,3.281649589538574,0.9709256887435913,52.5,13.5
2024-04-20 00:00:00,1.878328800201416,-1.31040358543396,52.5,13.5
2024-04-20 06:00:00,0.5731045603752136,-5.118268013000488,52.5,13.5
2024-04-20 12:00:00,0.4896852970123291,-5.163342475891113,52.5,13.5
2024-04-20 18:00:00,-1.3246841430664062,-1.4808220863342285,52.5,13.5
2024-04-21 00:00:00,-1.7826520204544067,-0.3329746723175049,52.5,13.5
2024-04-21 06:00:00,-3.055812120437622,-1.2444205284118652,52.5,13.5
2024-04-21 12:00:00,-1.697402000427246,-3.2447500228881836,52.5,13.5
2024-04-21 18:00:00,-1.0049201250076294,-3.5483341217041016,52.5,13.5
2024-04-22 00:00:00,-2.2236263751983643,-3.167099714279175,52.5,13.5
2024-04-22 06:00:00,0.031780123710632324,-2.4101481437683105,52.5,13.5
2024-04-22 12:00:00,0.7154302597045898,-1.5749616622924805,52.5,13.5
