timestamp,u10m,v10m,lat,lon
2024-04-01 00:00:00,-1.761389970779419,1.3448989391326904,48.25,11.5
2024-04-01 06:00:00,-2.5868327617645264,2.628422737121582,48.25,11.5
2024-04-01 12:00:00,5.812736511230469,2.6176247596740723,48.25,11.5
2024-04-01 18:00:00,4.340008735656738,0.767565131187439,48.25,11.5
2024-04-02 00:00:00,4.497317314147949,1.1895413398742676,48.25,11.5
2024-04-02 06:00:00,5.590296745300293,1.7725226879119873,48.25,11.5
2024-04-02 12:00:00,6.680153846740723,1.5145409107208252,48.25,11.5
2024-04-02 18:00:00,3.97815203666687,1.3718581199645996,48.25,11.5
2024-04-03 00:00:00,1.6301640272140503,2.237931251525879,48.25,11.5
2024-04-03 06:00:00,0.03595542907714844,1.822346806526184,48.25,11.5
2024-04-03 12:00:00,0.967502236366272,-0.15084028244018555,48.25,11.5
2024-04-03 18:00:00,5.084527492523193,2.3225252628326416,48.25,11.5
2024-04-04 00:00:00,4.914195537567139,2.1695573329925537,48.25,11.5
2024-04-04 06:00:00,3.948786735534668,2.368730306625366,48.25,11.5
2024-04-04 12:00:00,3.4148917198181152,0.5258769989013672,48.25,11.5
2024-04-04 18:00:00,4.7610039710998535,1.6230050325393677,48.25,11.5
2024-04-05 00:00:00,1.4325084686279297,1.9947476387023926,48.25,11.5
2024-04-05 06:00:00,0.36494922637939453,2.0658676624298096,48.25,11.5
2024-04-05 12:00:00,0.619800329208374,2.797072410583496,48.25,11.5
2024-04-05 18:00:00,3.655787467956543,0.1167299747467041,48.25,11.5
2024-04-06 00:00:00,0.8717231750488281,2.0516793727874756,48.25,11.5
2024-04-06 06:00:00,1.7204188108444214,1.4807345867156982,48.25,11.5
2024-04-06 12:00:00,0.6890178918838501,1.1750078201293945,48.25,11.5
2024-04-06 18:00:00,-1.3502092361450195,1.3393360376358032,48.25,11.5
2024-04-07 00:00:00,-0.8534330129623413,2.8744118213653564,48.25,11.5
2024-04-07 06:00:00,1.0241026878356934,2.5263242721557617,48.25,11.5
2024-04-07 12:00:00,1.9461641311645508,0.5589956045150757,48.25,11.5
